Data Source;Time;Value,
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007Y|1X Amp|Based Value;""2026-10-20 11:44:48","031631"";12.1989088058472"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007Y|1X Amp|Hi;""2026-10-20 11:44:48","031631"";89.6640653610229"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007Y|1X Phase|Based Value;""2026-10-20 11:44:48","031631"";Calc Failed"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007Y|Gap|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007Y|Gap|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";5.82504904567572"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007Y|Gap|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";582.504904567572"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007Y|1X Amp|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007Y|1X Amp|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";635.017096923007"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007Y|1X Amp|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";63501.7096923007"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007Y|1X Phase|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|Direct|Lo;""2026-10-20 11:44:48","031631"";8.3612548828125"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|Direct|Based Value;""2026-10-20 11:44:48","031631"";10.4515686035156"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|Direct|Hi;""2026-10-20 11:44:48","031631"";12.5418823242188"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|Direct|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|Direct|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";20"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|Direct|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";2000"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|Gap|Lo;""2026-10-20 11:44:48","031631"";-7.50664187538394"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|Gap|Based Value;""2026-10-20 11:44:48","031631"";-6.91777420043945"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|Gap|Hi;""2026-10-20 11:44:48","031631"";-6.32890652549497"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|1X Amp|Lo;""2026-10-20 11:44:48","031631"";-3.65392684936523"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|1X Amp|Based Value;""2026-10-20 11:44:48","031631"";6.66911029815674"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|1X Amp|Hi;""2026-10-20 11:44:48","031631"";16.9921474456787"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|1X Phase|Based Value;""2026-10-20 11:44:48","031631"";Calc Failed"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|Gap|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|Gap|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";8.51238646828158"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|Gap|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";851.238646828158"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|1X Amp|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|1X Amp|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";154.788820187531"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|1X Amp|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";15478.8820187531"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2007X|1X Phase|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|Direct|Lo;""2026-10-20 11:44:48","031631"";9.36390609741211"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|Direct|Based Value;""2026-10-20 11:44:48","031631"";11.7048826217651"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|Direct|Hi;""2026-10-20 11:44:48","031631"";14.0458591461182"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|Direct|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|Direct|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";20"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|Direct|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";2000"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|Gap|Lo;""2026-10-20 11:44:48","031631"";-6.61396826445689"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|Gap|Based Value;""2026-10-20 11:44:48","031631"";-5.36231565475464"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|Gap|Hi;""2026-10-20 11:44:48","031631"";-4.11066304505238"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|1X Amp|Lo;""2026-10-20 11:44:48","031631"";-6.24743890762329"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|1X Amp|Based Value;""2026-10-20 11:44:48","031631"";7.89757299423218"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|1X Amp|Hi;""2026-10-20 11:44:48","031631"";22.0425848960876"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|1X Phase|Based Value;""2026-10-20 11:44:48","031631"";Calc Failed"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|Gap|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|Gap|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";23.341643616083"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|Gap|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";2334.1643616083"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|1X Amp|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|1X Amp|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";179.105807723284"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|1X Amp|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";17910.5807723284"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005Y|1X Phase|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|Direct|Lo;""2026-10-20 11:44:48","031631"";10.6571876525879"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|Direct|Based Value;""2026-10-20 11:44:48","031631"";13.3214845657349"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|Direct|Hi;""2026-10-20 11:44:48","031631"";15.9857814788818"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|Direct|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|Direct|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";20"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|Direct|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";2000"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|Gap|Lo;""2026-10-20 11:44:48","031631"";-6.00253332976674"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|Gap|Based Value;""2026-10-20 11:44:48","031631"";-5.54400014877319"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|Gap|Hi;""2026-10-20 11:44:48","031631"";-5.08546696777965"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|1X Amp|Lo;""2026-10-20 11:44:48","031631"";-3.29299259185791"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|1X Amp|Based Value;""2026-10-20 11:44:48","031631"";8.99940776824951"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|1X Amp|Hi;""2026-10-20 11:44:48","031631"";21.2918081283569"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|1X Phase|Based Value;""2026-10-20 11:44:48","031631"";Calc Failed"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|Gap|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|Gap|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";8.27080030102474"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|Gap|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";827.080030102474"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|1X Amp|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|1X Amp|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";136.591214407195"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|1X Amp|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";13659.1214407195"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\Turbine|29VT-2005X|1X Phase|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2013|Direct|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2013|Direct|Hi;""2026-07-29 12:47:38","441467"";0.3"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2013|Direct|HiHi;""2026-07-29 12:47:38","441467"";0.5"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2013|Direct|Trigger|Current percent;""2026-07-29 12:47:38","441467"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2013|Direct|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2013|Direct|Trigger|Current percent|Hi;""2026-07-29 12:47:38","441467"";0.3"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2013|Direct|Trigger|Current percent|HiHi;""2026-07-29 12:47:38","441467"";0.5"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2013|Gap|Lo;""2026-10-20 11:44:48","031631"";-12.2130183630768"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2013|Gap|Based Value;""2026-10-20 11:44:48","031631"";-11.4491081237793"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2013|Gap|Hi;""2026-10-20 11:44:48","031631"";-10.6851978844818"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2013|Gap|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2013|Gap|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";6.67222486711321"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2013|Gap|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";667.222486711321"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2012|Direct|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2012|Direct|Hi;""2026-07-29 12:47:38","441467"";0.3"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2012|Direct|HiHi;""2026-07-29 12:47:38","441467"";0.5"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2012|Direct|Trigger|Current percent;""2026-07-29 12:47:38","441467"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2012|Direct|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2012|Direct|Trigger|Current percent|Hi;""2026-07-29 12:47:38","441467"";0.3"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2012|Direct|Trigger|Current percent|HiHi;""2026-07-29 12:47:38","441467"";0.5"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2012|Gap|Lo;""2026-10-20 11:44:48","031631"";-12.2183778666972"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2012|Gap|Based Value;""2026-10-20 11:44:48","031631"";-11.3327417373657"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2012|Gap|Hi;""2026-10-20 11:44:48","031631"";-10.4471056080343"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2012|Gap|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2012|Gap|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";7.81484436737311"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29XT-2012|Gap|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";781.484436737311"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|Direct|Lo;""2026-10-20 11:44:48","031631"";21.7052335739136"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|Direct|Based Value;""2026-10-20 11:44:48","031631"";27.8239345550537"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|Direct|Hi;""2026-10-20 11:44:48","031631"";33.9426355361938"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|Direct|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|Direct|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";21.9907826804056"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|Direct|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";2199.07826804056"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|Gap|Lo;""2026-10-20 11:44:48","031631"";-10.9941020918638"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|Gap|Based Value;""2026-10-20 11:44:48","031631"";-10.1867084503174"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|Gap|Hi;""2026-10-20 11:44:48","031631"";-9.37931480877093"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|1X Amp|Lo;""2026-10-20 11:44:48","031631"";15.0932836532593"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|1X Amp|Based Value;""2026-10-20 11:44:48","031631"";22.9189109802246"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|1X Amp|Hi;""2026-10-20 11:44:48","031631"";30.7445383071899"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|1X Phase|Based Value;""2026-10-20 11:44:48","031631"";Calc Failed"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|Gap|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|Gap|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";7.92595219038883"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|Gap|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";792.595219038883"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|1X Amp|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|1X Amp|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";34.1448480415043"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|1X Amp|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";3414.48480415043"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001Y|1X Phase|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|Direct|Lo;""2026-10-20 11:44:48","031631"";22.3860926628113"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|Direct|Based Value;""2026-10-20 11:44:48","031631"";28.0820140838623"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|Direct|Hi;""2026-10-20 11:44:48","031631"";33.7779355049133"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|Direct|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|Direct|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";20.2831656021576"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|Direct|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";2028.31656021576"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|Gap|Lo;""2026-10-20 11:44:48","031631"";-11.1207601357822"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|Gap|Based Value;""2026-10-20 11:44:48","031631"";-10.1843843460083"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|Gap|Hi;""2026-10-20 11:44:48","031631"";-9.24800855623444"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|1X Amp|Lo;""2026-10-20 11:44:48","031631"";12.6517744064331"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|1X Amp|Based Value;""2026-10-20 11:44:48","031631"";21.560567855835"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|1X Amp|Hi;""2026-10-20 11:44:48","031631"";30.4693613052368"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|1X Phase|Based Value;""2026-10-20 11:44:48","031631"";Calc Failed"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|Gap|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|Gap|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";9.19423067670132"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|Gap|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";919.423067670132"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|1X Amp|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|1X Amp|Trigger|Current percent|Hi;""2026-10-20 11:44:48","031631"";41.3198460679265"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|1X Amp|Trigger|Current percent|HiHi;""2026-10-20 11:44:48","031631"";4131.98460679265"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29VT-2001X|1X Phase|Trigger|Current percent|Minimum;""2026-10-20 11:44:48","031631"";0"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2003|Temperature|Lo;""2026-10-20 11:44:48","031631"";49.3421516418457"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2003|Temperature|Based Value;""2026-10-20 11:44:48","031631"";57.3421516418457"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2003|Temperature|Hi;""2026-10-20 11:44:48","031631"";65.3421516418457"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2004|Temperature|Lo;""2026-10-20 11:44:48","031631"";55.3627090454102"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2004|Temperature|Based Value;""2026-10-20 11:44:48","031631"";63.3627090454102"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2004|Temperature|Hi;""2026-10-20 11:44:48","031631"";71.3627090454102"
"\\SRV-PI-AF01\CBM\Utility\Steam Generation\P29201A-HP BFW Pumps\HP BFWP|29TE-2035|Temperature|Lo;""2026-10-20 11:44:48","031631"";49.3255920410156"
