Machine Name,P29201A
49.656,-4.456
49.705,-4.359
49.754,-4.117
49.803,-3.197
49.852,-3.1
49.902,-2.615
49.951,-1.453
50,-0.775
50.049,-0.339
50.098,0.727
50.148,1.018
50.197,1.212
50.246,1.745
50.295,2.035
50.344,2.035
50.394,2.423
50.443,2.665
50.492,2.471
50.541,2.471
50.591,2.326
50.64,2.471
50.689,2.762
50.738,3.004
50.787,2.859
50.837,3.15
50.886,3.44
50.935,3.489
50.984,4.119
51.033,4.555
51.083,4.07
51.132,4.022
51.181,4.942
51.23,4.797
51.279,4.845
51.329,4.748
51.378,4.361
51.427,4.555
51.476,5.96
51.525,7.122
51.575,7.51
51.624,7.365
51.673,7.752
51.722,9.448
51.772,11.337
51.821,12.258
51.87,12.355
51.919,12.112
51.968,12.306
52.018,13.227
52.067,14.341
52.116,14.438
52.165,12.936
52.214,10.95
52.264,11.24
52.313,12.791
52.362,12.403
52.411,10.659
52.46,9.206
52.51,9.06
52.559,9.738
52.608,10.078
52.657,9.932
52.706,9.981
52.756,10.078
52.805,10.174
52.854,11.095
52.903,11.483
52.952,10.853
53.002,10.61
53.051,10.659
53.1,11.24
53.149,12.161
53.199,12.064
53.248,11.192
53.297,10.562
53.346,10.078
53.395,9.884
53.445,9.787
53.494,9.593
53.543,9.448
53.592,9.545
53.641,9.448
53.691,8.673
53.74,8.576
53.789,8.624
53.838,8.14
53.887,7.704
53.937,7.849
53.986,7.074
54.035,6.735
54.084,7.122
54.133,6.832
54.183,5.96
54.232,5.62
54.281,4.894
54.33,4.555
54.38,4.748
54.429,4.458
54.478,3.973
54.527,4.119
54.576,4.022
54.626,3.925
54.675,4.555
54.724,4.458
54.773,3.634
54.822,4.119
54.872,4.07
54.921,3.683
54.97,4.991
55.019,5.717
55.068,5.184
55.118,5.33
55.167,5.814
55.216,6.057
55.265,6.589
55.314,6.783
55.364,5.572
55.413,5.378
55.462,6.105
55.511,6.493
55.56,6.444
55.61,5.427
55.659,3.973
55.708,3.973
55.757,5.475
55.807,6.347
55.856,6.347
55.905,6.057
55.954,4.845
56.003,5.136
56.053,6.541
56.102,6.589
56.151,5.475
56.2,4.555
56.249,4.022
56.299,4.748
56.348,5.814
56.397,3.925
56.446,1.309
56.495,0.437
56.545,-0.678
56.594,-1.501
56.643,-1.065
56.692,-1.598
56.741,-3.197
56.791,-3.342
56.84,-3.148
56.889,-3.972
56.938,-4.069
56.987,-5.086
57.037,-6.249
57.086,-6.297
57.135,-6.201
57.184,-6.782
57.234,-7.121
57.283,-7.315
57.332,-8.138
57.381,-7.993
57.43,-7.654
57.48,-8.042
57.529,-8.429
57.578,-8.187
57.627,-8.235
57.676,-8.138
57.726,-7.751
57.775,-7.799
57.824,-7.799
57.873,-7.412
57.922,-7.218
57.972,-7.266
58.021,-6.927
58.07,-6.733
58.119,-6.733
58.168,-6.346
58.218,-6.733
58.267,-6.976
58.316,-6.733
58.365,-6.83
58.415,-7.363
58.464,-7.266
58.513,-7.412
58.562,-7.993
58.611,-8.332
58.661,-8.574
58.71,-9.107
58.759,-9.592
58.808,-9.737
58.857,-10.173
58.907,-10.609
58.956,-10.706
59.005,-11.045
59.054,-11.142
59.103,-11.336
59.153,-12.111
59.202,-12.159
59.251,-11.917
59.3,-12.111
59.349,-12.256
59.399,-12.305
59.448,-12.644
59.497,-12.644
59.546,-12.499
59.595,-12.159
59.645,-12.159
59.694,-11.966
59.743,-11.772
59.792,-11.675
59.842,-11.384
59.891,-10.948
59.94,-10.561
59.989,-10.464
60.038,-9.882
60.088,-9.64
60.137,-9.35
60.186,-9.107
60.235,-8.962
60.284,-8.768
60.334,-7.945
60.383,-7.848
60.432,-8.187
60.481,-8.09
60.53,-8.187
60.58,-8.235
60.629,-8.235
60.678,-8.235
60.727,-8.623
60.776,-8.235
60.826,-8.429
60.875,-8.526
60.924,-8.235
60.973,-8.138
61.023,-8.187
61.072,-7.751
61.121,-7.509
61.17,-7.751
61.219,-7.218
61.269,-6.588
61.318,-6.879
61.367,-6.83
61.416,-6.637
61.465,-7.121
61.515,-7.363
61.564,-6.927
61.613,-7.073
61.662,-7.024
61.711,-6.879
61.761,-7.266
61.81,-7.509
61.859,-7.315
61.908,-7.46
61.957,-7.363
62.007,-6.976
62.056,-7.751
62.105,-8.138
62.154,-7.363
62.203,-7.024
62.253,-6.782
62.302,-5.765
62.351,-5.668
62.4,-5.813
62.45,-4.844
62.499,-4.408
62.548,-4.166
62.597,-3.003
62.646,-2.083
62.696,-1.889
62.745,-1.21
62.794,-0.92
62.843,-0.775
62.892,-0.193
62.942,0.098
62.991,0.098
63.04,0.776
63.089,0.824
63.138,0.291
63.188,0.63
63.237,1.163
63.286,0.921
63.335,1.309
63.385,1.987
63.434,1.648
63.483,1.842
63.532,2.665
63.581,2.811
63.631,3.15
63.68,3.586
63.729,3.004
63.778,3.198
63.828,4.216
63.877,3.925
63.926,3.295
63.975,3.634
64.024,3.586
64.074,4.506
64.123,6.202
64.172,6.589
64.221,5.814
64.27,6.783
64.32,8.333
64.369,9.981
64.418,11.483
64.467,11.434
64.517,10.95
64.566,11.579
64.615,12.403
64.664,13.323
64.713,13.953
64.763,12.306
64.812,10.078
64.861,10.901
64.91,12.597
64.96,12.112
65.009,10.562
65.058,9.302
65.107,8.818
65.156,9.738
65.206,10.707
65.255,10.368
65.304,10.078
65.353,10.514
65.402,10.901
65.452,11.628
65.501,12.209
65.55,11.676
65.599,10.998
65.649,11.143
65.698,11.822
65.747,12.597
65.796,12.839
65.845,12.112
65.895,11.047
65.944,10.853
65.993,10.514
66.042,10.223
66.092,10.029
66.141,10.029
66.19,9.981
66.239,9.932
66.288,9.738
66.338,9.254
66.387,9.109
66.436,8.963
66.485,8.576
66.534,8.479
66.584,8.382
66.633,7.946
66.682,7.994
66.731,8.091
66.781,7.607
66.83,6.929
66.879,6.493
66.928,6.493
66.977,6.299
67.027,6.444
67.076,6.25
67.125,5.717
67.174,5.669
67.224,6.057
67.273,6.057
67.322,6.202
67.371,5.863
67.42,5.088
67.47,5.184
67.519,5.524
67.568,6.105
67.617,6.832
67.666,6.832
67.716,6.057
67.765,6.493
67.814,7.413
67.863,7.461
67.913,7.025
67.962,6.686
68.011,5.911
68.06,6.347
68.109,7.461
68.159,7.219
68.208,5.378
68.257,4.361
68.306,4.264
68.356,5.378
68.405,6.541
68.454,6.396
68.503,5.233
68.552,4.7
68.602,5.088
68.651,5.669
68.7,6.25
68.749,5.136
68.799,3.295
68.848,3.44
68.897,4.894
68.946,4.7
68.995,3.053
69.045,1.26
69.094,-0.484
69.143,-1.404
69.192,-1.453
69.241,-1.792
69.291,-2.47
69.34,-2.906
69.389,-3.439
69.438,-3.488
69.488,-3.052
69.537,-3.972
69.586,-4.796
69.635,-5.232
69.684,-5.474
69.734,-5.474
69.783,-5.232
69.832,-6.104
69.881,-6.297
69.931,-5.91
69.98,-6.346
70.029,-6.54
70.078,-6.055
70.127,-6.443
70.177,-6.588
70.226,-5.861
70.275,-6.055
70.324,-6.443
70.373,-5.813
70.423,-5.861
70.472,-6.055
70.521,-5.474
70.57,-5.765
70.62,-5.958
70.669,-5.425
70.718,-5.377
70.767,-5.765
70.816,-5.716
70.866,-5.861
70.915,-6.346
70.964,-6.201
71.013,-6.201
71.063,-6.879
71.112,-6.83
71.161,-6.83
71.21,-7.605
71.259,-7.799
71.309,-7.896
71.358,-8.865
71.407,-9.01
71.456,-8.962
71.505,-9.689
71.555,-10.028
71.604,-9.834
71.653,-10.464
71.702,-10.706
71.752,-10.851
71.801,-11.433
71.85,-11.287
71.899,-10.997
71.948,-11.481
71.998,-11.82
72.047,-11.627
72.096,-12.063
72.145,-11.966
72.195,-11.191
72.244,-11.287
72.293,-11.287
72.342,-10.803
72.391,-10.658
72.441,-10.803
72.49,-10.028
72.539,-9.592
72.588,-9.446
72.637,-8.72
72.687,-8.138
72.736,-7.993
72.785,-7.751
72.834,-7.315
72.884,-7.121
72.933,-6.346
72.982,-6.007
73.031,-6.394
73.08,-6.491
73.13,-6.54
73.179,-6.637
73.228,-6.685
73.277,-6.83
73.327,-7.218
73.376,-7.218
73.425,-6.879
73.474,-7.218
73.523,-7.315
73.573,-7.121
73.622,-7.266
73.671,-7.218
73.72,-6.879
73.769,-7.073
73.819,-6.927
73.868,-6.588
73.917,-6.685
73.966,-6.685
74.016,-6.782
74.065,-7.121
74.114,-7.266
74.163,-7.363
74.212,-6.976
74.262,-7.024
74.311,-7.121
74.36,-7.218
74.409,-7.412
74.459,-7.509
74.508,-7.218
74.557,-6.927
74.606,-6.976
74.655,-7.169
74.705,-7.363
74.754,-7.218
74.803,-6.152
74.852,-5.765
74.902,-5.619
74.951,-4.892
75,-4.65
75.049,-4.359
75.098,-3.342
75.148,-2.906
75.197,-2.519
75.246,-1.404
75.295,-0.387
75.344,-0.29
75.394,-0.048
75.443,0.534
75.492,0.63
75.541,0.824
75.591,1.406
75.64,1.551
75.689,1.357
75.738,1.454
75.787,1.309
75.837,1.406
75.886,1.987
75.935,2.035
75.984,2.035
76.034,2.375
76.083,2.375
76.132,2.811
76.181,3.344
76.23,3.344
76.28,3.053
76.329,3.44
76.378,3.634
76.427,3.489
76.476,4.022
76.526,3.731
76.575,2.956
76.624,3.828
76.673,5.136
76.723,5.766
76.772,6.493
76.821,6.493
76.87,6.638
76.919,8.866
76.969,10.707
77.018,11.192
77.067,11.725
77.116,11.725
77.166,11.725
77.215,12.887
77.264,14.196
77.313,14.05
77.362,12.791
77.412,11.143
77.461,11.192
77.51,12.694
77.559,12.887
77.608,10.707
77.658,9.351
77.707,9.835
77.756,9.787
77.805,10.32
77.855,10.756
77.904,10.126
77.953,10.029
78.002,11.095
78.051,11.531
78.101,11.337
78.15,11.676
78.199,10.95
78.248,10.61
78.298,11.822
78.347,12.548
78.396,12.112
78.445,12.064
78.494,11.143
78.544,10.417
78.593,10.417
78.642,10.174
78.691,9.884
78.74,10.174
78.79,9.932
78.839,9.302
78.888,9.496
78.937,9.06
78.987,8.479
79.036,8.382
79.085,8.091
79.134,7.025
79.183,7.219
79.233,7.122
79.282,6.541
79.331,6.493
79.38,6.153
79.43,5.184
79.479,4.651
79.528,4.748
79.577,4.458
79.626,4.264
79.676,4.264
79.725,3.876
79.774,4.022
79.823,4.409
79.872,4.361
79.922,4.312
79.971,4.361
80.02,4.022
80.069,3.876
80.119,4.506
80.168,5.136
80.217,6.008
80.266,6.299
80.315,5.863
80.365,6.105
