timestamp,1X_Amp_29VT-2001X,1X_Amp_29VT-2001Y,1X_Amp_29VT-2003X,1X_Amp_29VT-2003Y,1X_Amp_29VT-2005X,1X_Amp_29VT-2005Y,1X_Amp_29VT-2007X,1X_Amp_29VT-2007Y,1X_Phase_29VT-2001X,1X_Phase_29VT-2001Y,1X_Phase_29VT-2003X,1X_Phase_29VT-2003Y,1X_Phase_29VT-2005X,1X_Phase_29VT-2005Y,1X_Phase_29VT-2007X,1X_Phase_29VT-2007Y,29SIC2001,29SIC2001A,29FI2005,29FI2006,29PI2011,29PI2012,29PDI2007A,29LI2002A,29TI2030,29TI2031,29TI2026A
2026-02-22 06:00:00,16.0946,15.7173,51.1046,32.8032,9.5674,8.2359,6.5111,12.4508,105.2641,13.1994,217.0562,132.308,9.8796,293.2422,151.0237,73.0,4815.0,98.3696,28534.2662,27210.01,3.87,0.4313,21.2857,65.9427,393.2552,244.0367,49.2133
2026-02-22 07:00:00,16.3366,15.7828,50.173,30.1221,9.6426,8.2258,6.4043,12.4298,106.0,12.5867,218.7004,129.8387,8.0,293.0,153.9189,74.0,4815.0,98.3696,28623.0517,27404.9324,3.8748,0.4438,21.2522,65.9573,393.5027,245.0779,49.4197
2026-02-22 08:00:00,16.5627,15.7586,47.2473,33.5289,9.5265,8.3328,6.3563,12.4522,106.2701,14.4142,220.2838,125.0,6.1275,293.2389,152.0,73.0,4815.0,98.3696,28860.5693,27401.8849,3.8713,0.4581,21.1215,65.9718,393.6566,245.8246,49.6261
2026-02-22 09:00:00,17.5393,15.4116,49.6328,31.8028,9.544,8.2359,6.259,12.2258,105.2627,12.7967,222.3033,124.4732,7.0755,293.0,150.0387,73.0,4815.0,98.3696,28755.2005,27338.2783,3.8709,0.4596,20.8224,65.9864,394.2119,246.5878,49.8325
2026-02-22 10:00:00,16.9744,16.1382,47.9842,31.684,9.5031,8.2626,5.9974,12.257,105.7284,11.5784,220.683,126.3422,7.0,293.0,149.9632,74.0,4815.0,98.3696,28806.2187,27438.0928,3.8675,0.4622,20.6264,66.0009,393.9249,246.3265,50.0871
2026-02-22 11:00:00,17.3037,17.0006,50.288,29.1891,9.5471,8.2359,5.9619,12.0305,103.1494,10.0,216.3417,123.2327,8.0,293.0,147.9564,71.2013,4815.0,98.3696,28508.7325,27137.4944,3.8648,0.4407,20.3115,66.0024,392.9439,244.6088,50.3481
2026-02-22 12:00:00,17.0374,16.2612,49.6494,30.9038,9.374,8.139,6.1384,11.55,100.7361,10.3616,219.0,126.4459,7.0571,293.2617,141.1158,71.7633,4815.0,98.3696,28492.7147,27141.3902,3.8804,0.4358,20.2453,65.9979,392.908,244.6281,50.609
2026-02-22 13:00:00,17.7315,16.7332,45.4362,28.3664,9.4234,8.139,6.2892,11.9029,102.7414,11.8095,218.0,122.4292,7.0,293.7462,143.9854,72.0,4815.0,98.3696,28526.2159,27179.6909,3.8712,0.4369,20.2437,65.9933,393.1017,244.5679,50.6201
2026-02-22 14:00:00,17.4218,16.8386,48.0132,30.4487,9.4956,8.2255,6.2879,11.5639,101.0,12.1827,216.7104,127.7048,8.0,294.0,147.0,74.7671,4815.0,98.3696,28575.6302,27183.8614,3.865,0.443,20.3344,65.9888,393.7527,244.8325,50.5273
2026-02-22 15:00:00,17.8284,16.3623,47.8261,29.3399,9.3979,8.2359,6.1619,11.7725,103.0,11.0,217.6458,125.8348,7.897,293.0,145.981,73.2263,4815.0,98.3696,28725.8169,27339.0925,3.8666,0.4528,20.3217,65.9843,393.8959,245.4221,50.4346
2026-02-22 16:00:00,16.8179,16.6811,45.7523,29.6306,9.3233,8.139,6.4531,12.2555,105.4643,12.4128,214.3629,124.4146,7.0654,293.2387,150.9678,77.0,4815.0,98.3696,28516.1858,27222.7962,3.8702,0.4362,20.3737,65.9798,393.3311,244.8559,50.3418
2026-02-22 17:00:00,16.935,16.6381,46.2444,31.5913,9.6172,8.215,6.8794,12.099,104.2636,11.1951,217.3481,124.3134,8.0,294.0,156.0,78.0,4815.0,98.3696,28434.219,27100.8743,3.8687,0.4317,20.6708,65.9752,393.1157,244.994,50.1712
2026-02-22 18:00:00,17.4807,16.6683,45.9411,30.3055,9.5426,8.1875,7.3739,12.5318,102.5433,12.4206,215.0125,124.9321,9.0676,294.0,161.0,78.0,4815.0,98.3696,28315.848,27035.8608,3.8781,0.4219,21.1178,65.9707,393.5542,244.1161,49.7242
2026-02-22 19:00:00,18.0158,16.2172,47.8526,30.0157,9.595,8.3221,6.9665,12.3862,104.199,12.4139,215.9881,125.0,8.8025,293.0,154.0954,77.0,4815.0,98.3696,28645.978,27270.9911,3.8741,0.451,21.2405,65.9603,393.5278,246.0584,49.4445
2026-02-22 20:00:00,16.7929,15.8705,47.4011,33.177,9.7149,8.2137,6.7442,12.3216,109.0,14.4325,218.0075,129.8176,9.0,293.0,151.9585,74.0,4815.0,98.3696,28601.7552,27205.862,3.8796,0.442,21.3128,65.9485,393.5539,245.0507,49.4151
2026-02-22 21:00:00,17.2184,16.1369,47.2626,32.9866,9.8347,8.2359,6.547,12.4807,105.7462,14.8097,214.0659,125.2966,8.0,293.0,153.9834,72.0,4815.0,98.3696,28533.2392,27310.7095,3.8769,0.4423,21.2681,65.9366,393.5866,245.0462,49.3954
